Escenario,ID_SIGA,Q5(m3.d-1),CE(uS.cm-1),ODs(kg.m-3),CDBO5(kg.m-3),EC(ufc.m-3),SST(kg.m-3),NO3(kg.m-3),NH4(kg.m-3),NO(kg.m-3),PO(kg.m-3),PI(kg.m-3),PT(kg.m-3),Fecha
0,0,24.420741666666668,26.238590277777778,7.538798611111111,0.0,3717.0639763888885,361.9731458333333,0.3200486111111111,0.47526388888888893,0.17530555555555555,0.0070486111111111105,0.07006944444444445,0.07714583333333333,2010-01-01
0,0,20.363158333333335,26.907116666666667,7.6380625,0.0,4392.751244444445,223.25672916666667,0.22510416666666666,0.4318888888888889,0.18439583333333334,0.006979166666666667,0.06532638888888889,0.07229166666666667,2011-01-01
0,0,20.595988194444445,26.54425902777778,7.585409722222222,0.0,4000.9136506944446,255.4377638888889,0.2409861111111111,0.445125,0.1840277777777778,0.007215277777777777,0.06663194444444445,0.07385416666666667,2012-01-01
0,0,19.583157638888892,26.308019444444444,7.549923611111112,0.0,4913.535318055556,229.04930555555555,0.29766666666666663,0.4895069444444445,0.19550694444444444,0.007888888888888888,0.06909722222222221,0.07694444444444444,2013-01-01
0,0,17.074088194444446,26.290927777777778,7.547729166666667,0.0,5931.435431944445,225.45232638888888,0.3433888888888889,0.5576319444444445,0.21106250000000001,0.008743055555555554,0.07540277777777778,0.08409722222222221,2014-01-01
0,0,11.63821875,26.05406527777778,7.5115902777777785,0.0,4218.0416375,122.60280555555556,0.44716666666666666,0.6298333333333334,0.2245416666666667,0.010090277777777778,0.08938888888888889,0.09952083333333334,2015-01-01
0,0,19.288466666666668,25.794809722222222,7.472069444444445,0.0,7167.138204861111,271.2582916666667,0.40615277777777775,0.5845347222222222,0.19495138888888888,0.0083125,0.07754166666666668,0.08578472222222222,2016-01-01
0,0,20.03640486111111,26.18065902777778,7.531131944444444,0.0,6469.014439583333,281.67160416666667,0.29302083333333334,0.4754583333333333,0.1994513888888889,0.008069444444444443,0.06934722222222223,0.07742361111111111,2017-01-01
0,0,17.649864583333333,26.627931944444445,7.597916666666666,0.0,4826.303977083333,235.98758333333333,0.3393263888888889,0.5386111111111112,0.20599305555555555,0.008555555555555556,0.07461111111111111,0.08310416666666667,2018-01-01
0,0,10.278795138888889,26.38251875,7.561520833333333,0.0,1140.7979881944443,125.67839583333333,0.5285208333333333,0.6669444444444445,0.21461805555555558,0.010375,0.09989583333333334,0.11020138888888889,2019-01-01
0,0,14.09343888888889,26.44597152777778,7.5703125,0.0,1286.3298909722223,181.66548611111114,0.46275694444444443,0.6307708333333334,0.19531944444444446,0.00920138888888889,0.09410416666666667,0.10329166666666667,2020-01-01
0,0,20.06914722222222,26.814071527777777,7.625416666666666,0.0,1959.1988777777779,256.9714583333333,0.2598958333333333,0.46437500000000004,0.18440277777777778,0.007229166666666666,0.06793055555555555,0.07522222222222223,2021-01-01
0,1,53.99191597222222,41.871346527777774,7.7127847222222226,0.0,1169.8130972222223,385.5390486111111,0.42596527777777776,0.5422708333333334,0.14848611111111112,0.08752083333333333,0.8089305555555556,0.8965000000000001,2010-01-01
0,1,51.898865972222225,42.60357777777778,7.805243055555555,0.0,1234.831202777778,305.61815972222223,0.26084722222222223,0.4316041666666667,0.15380555555555556,0.07836111111111112,0.6566875,0.7350902777777777,2011-01-01
0,1,39.75491458333333,42.308751388888886,7.768715277777777,0.0,692.3771597222222,234.2776388888889,0.37254166666666666,0.5411180555555555,0.16802777777777778,0.09667361111111111,0.8505486111111111,0.9472430555555555,2012-01-01
0,1,35.85830347222222,42.223013888888886,7.755270833333333,0.0,780.6633277777778,277.81205555555556,0.44877083333333334,0.6007430555555556,0.164625,0.10040277777777779,0.8868611111111111,0.9872708333333333,2013-01-01
0,1,29.67267638888889,42.05871944444445,7.717819444444444,0.0,603.5467166666666,178.5162777777778,0.46443055555555557,0.6257777777777778,0.16527777777777777,0.10361805555555555,0.9620069444444445,1.0656388888888888,2014-01-01
0,1,19.86488888888889,41.90686319444445,7.689527777777777,0.0,287.85115,94.24811805555555,0.5660902777777778,0.7097777777777777,0.16542361111111112,0.11384027777777778,1.1544652777777777,1.2682847222222222,2015-01-01
0,1,29.923336111111112,41.823230555555554,7.665395833333333,0.0,589.9978138888888,233.10899305555554,0.5509652777777778,0.6603749999999999,0.14359722222222224,0.09709722222222222,1.0062986111111112,1.103423611111111,2016-01-01
